year,page,category,chunk
2010,21,L'AMÉNAGEMENT DE L'ESPACE ET LES TRANSPORTS,"L'AMÉNAGEMENT DE L'ESPACE ET LES TRANSPORTS > Autres actions > Autres
Création d'un nouveau giratoire permettant de fluidifier le trafic routier à l'entrée de la halte ferroviaire de Uckange."
2021,16,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 383 000€
De participation au fonctionnement du Gueulard Plus"
2018,29,Chiffres-clés : 2018,"Chiffres-clés : 2018 > Tourisme > Chiffres-clés : 2018
- 14 707 visiteurs ont fréquenté Val de Fensch Tourisme
- 323 jours d'ouverture
- 6 journées salons
- 24 visites d'entreprises
- 5 visites Nature
- 19 groupes accueillis sur le territoire
- 25 articles presse"
2023,14,FINANCES,"FINANCES > FAITS MARQUANTS
- L'inflation est restée très élevée au cours de l'année 2025.
- La réduction de l'autonomie des collectivités locales (facteurs internationaux et nationaux, Lois de Finances successives) que ce soit au niveau de l'évolution des dépenses et des recettes.
- Réforme des impôts des entreprises avec la suppression pour les collectivités locales de la Cohésition sur la Valeur Ajoutée des Entreprises (CVAE) et son remplacement par une quote-part de TVA à partir de l'année 2025.
- Hausse très significative des taux d'intérêt bancaires au niveau mondial (supérieur à 4 % en France).
- Au niveau local, pérennisation du programme d'investissement avec la revalorisation de l'enveloppe de l'Autorisation de Programme et Crédits de Paiements (AP/CP) Cœur de Villes, Cœur de Fensch à 42 M€.
- Création d'une enveloppe AP/CP dédiée aux réseaux d'assainissement de notre territoire avec une enveloppe de 40 M€."
2021,9,Faits marquants,"Faits marquants > 44
Sites à enjeux pour une reconversion"
2023,18,COMMUNICATION,"COMMUNICATION > FAITS MARQUANTS > COMMUNICATION INTERNE
- Mise en ligne du nouvel intranet à destination du personnel.
- Elaboration d'une stratégie de communication dans le cadre du projet caberacouré.
- Conception du magazine d'information du personnel Verso n°24.
- Création de visuels et outils de communication pour la restitution RPS."
2019,16,Marchés publics,"Marchés publics > Conseil de développement
Président : Jean-Paul Guerquin
Vice Présidente : Bernadette Festor
Vice Président : Yacine Boukerrana"
2022,18,28,"28 > PREVENTION DES DÉCHETS
- Accélérateur de transition : Condidoture ou dispositif ADEME dans une démarche transversale Cl-mat-air-énergie et économie circulaire - Thématique retenue : Don réemploi réparation"
2009,11,Fonctionnement des services,"Fonctionnement des services > Perspectives 2010
- Migration des progiciels finances et ressources humaines en Full web
- Acquisition d'un progiciel gestion du courrier
- Projet de dématérialisation avec parapheur électronique et archivage."
2013,35,SOLUTIONS,"SOLUTIONS > PROBLEM 1 > Part (e)
To find the value of x, we need to find the value of y. The function y = \frac{1}{x^2}, which is given by y = \frac{1}{x^2-1}, is given by y = \frac{1}{x^2-1}."
2020,16,COMMANDE PUBLIQUE,"COMMANDE PUBLIQUE > Perspectives <br> (1) ECLUITURE ET PATRIMOINE
- Organisation du fonctionnement du service en fonction des perspectives d'évolution de la politique culturelle et de la gestion du site du haut-fournieu UA.
- Poursuite de l'accompagnement des associations culturelles et patrimoniales du territoire.
- Soutien aux communes de la vallée dans la restauration d'éléments inscrits au patrimoine remarquable
- Suivi et accompagnement de la SMAC Le Gueulard Plus."
2024,7,SANTÉ,"SANTÉ > PERSPECTIVES
- Organisation des Matinées santé mentale pour travailler sur la mise en place d'actions dans le cadre du Conseil Local de Santé Mentale (CLSM) Thionville – Fensch.
- Organisation de la 2ème Assemblée plénière du CLSM en juin.
- Participation à des campagnes de sensibilisation, avec des actions de prévention et de promotion de la santé : Semaines d'information sur la santé mentale, Défi bonnets roses à Fenslia dans le cadre d'Octobre rose, Movember (santé des hommes).
- Poursuite du développement des partenariats et mise en œuvre du CLS Fensch et du CLSM Thionville - Fensch."
2010,11,Faits marquants,"Faits marquants
Migration des progiciels finances et ressources humaines en Full Web.
Renouvellement de la téléphonie fixe et les accès internet."
2011,31,Les voiries et les réseaux divers,"Les voiries et les réseaux divers > Faits marquants 2011 > Études et travaux en maîtrise d'œuvre interne
- Voirie définitive de l'impasse Lola Florès.
- Fourniture et pose de conteneurs enterrés."
2014,31,Déchets ménagers et déchèteries,"Déchets ménagers et déchèteries > Politique de la ville, cadre de vie et logement > Perspectives 2015
- Lancement de la consultation d'entreprises pour les travaux de désamiantage/démolition.
- Déplacement du juge de l'expropriation au sein de l'immeuble et audience dans le cadre de la procédure de fixation judiciaire des indemnités.
- Fin d'exécution de la prestation de gardiennage de l'immeuble sous maîtrise d'ouvrage de la CAVF et transfert à l'entreprise retenue.
- Décision de la Cour de cassation dans le cadre du recours contentieux contre l'état de carence du syndicat de copropriété.
- Action de communication et d'information des habitants concernant les travaux."
2012,25,Bâtiments,"Bâtiments > Sports > Perspectives 2013
- Cérémonie de récompenses des nageurs club communautaire CAVF le 13 février à la Communauté d'Agglomération du Val de Fensch.
- 20 ans du T-FOC Volley Ball le 26 avril.
- Rencontres FOOT Algrange et T-FOC le 3 mai.
- T-FOC et club communautaire le 4 mai."
2023,25,MOBILITÉS & ZONES D'ACTIVITÉS,"MOBILITÉS & ZONES D'ACTIVITÉS > Légende
- Parking et zones d'activités entretenus par la CAVF
- Zone d'activités
- Parking de covoiturage"
2024,12,AMÉNAGEMENT DU TERRITOIRE,"AMÉNAGEMENT DU TERRITOIRE > PERSPECTIVES > MOBILITÉS
- Démarrage des ateliers et consultations des usagers pour la définition d'un nouveau Pôle d'Échange Multimodal en gare d'Uckange.
- Finalisation de l'étude et engagement des premières opérations.
- Mise en œuvre d'un système de paiement du parking de la gare d'Uckange.
- Suivi des travaux avec la Région de la création d'un Service Express Régional Métropolitain (SERM) sur le Sillon Lorrain."
2012,33,SOLUTIONS,"SOLUTIONS > 8. (SL79-8) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2018,17,Marchés publics,"Marchés publics > Président :
Jean-Paul Guerquin
Vice Présidente :
Bernadette Festor
Vice Président :
Yacine Boukerrana"
2019,7,Sommaire,"Sommaire > UCKANGE
M. CHEBBAH Rachid
M. LAVAUT José
Mme EL AME Christelle
M. LEONARDI Gérard
M. MEDVES Jean-François
Mme WALDUNG Sylvia"
2009,32,"Travaux, voiries et réseaux divers","Travaux, voiries et réseaux divers > Chiffres clés
- 205 340 € HT, l'aménagement d'un parking au haut-fourneau U4
- 371 810 € HT, les voiries rue des Artisans et rue des Dinandiers
- 31 494 € HT, l'éclairage public au giratoire RD952/rue Lavoisier
- 618 369 € HT, l'aire d'accueil des gens du voyage ZAC de la Paix"
2013,27,Bâtiments,"Bâtiments > Sports > Perspectives 2014
- 10 mars – Réouverture de la piscine de Serémange-Erzange (après les deux phases de travaux)
- Mise en place du pôle aquatique"
2020,20,INFRASTRUCTURES,"INFRASTRUCTURES > ÉDUCES > 3.1. Faits marquants
- Projet « Cœur de Villes, Cœur de Fensch »
- Acheuement travaux requalification tronçon Algrange 4
- Acheuement travaux requalification tronçon Nauthef 2
- Acheuement travaux requalification tronçon Neufchef 2
- Travaux requalification tronçon Nlivange 3+5
- Enfouissement des réseaux
- Travaux requalification tronçon Serémange 2
- Enfouissement des réseaux
- Travaux requalification tronçon Fameck 1+2
- Enfouissement des réseaux et voiries
- Prise cyclable : tronçon « boucle verte et bleue » à Algrange
- Extension de voirie ZAC Vieilles Vignes à Florange
- Études
- Acheuement travaux ZAC Clémenceau
- Chantier VRD micro-crèche Algrange"
2024,25,SITES & BATIMENTS EN GESTION,"SITES & BATIMENTS EN GESTION > Légende > ÉGINE NORDI-STADI
- Assomption d'Étang
- ÉGINE NORDI-STADI
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine
- Égine"
2018,44,Direction des systèmes d'information,"Direction des systèmes d'information > Chiffres-clés : 2018
Inventaire du parc informatique en 2018 :
- 126, le nombre de PC (portables + fixes)
- 79, le nombre de lignes de téléphonie mobile
- 5, dispositifs de type DATI
- 88, le nombre de téléphones fixes
- 67, le nombre de tablettes tactiles
- 5, le nombre de serveurs physiques
- 44, le nombre de serveurs virtualisés
- 13, le nombre de sites
- 220, le nombre d'incidents informatiques déclarés par tickets
- 42, le nombre de demandes de nouveaux matériels ou de prêts de matériels
- 4, le nombre de demandes de nouveaux logiciels divers
- 102, le nombre de cartes réalisées
- 65, le nombre d'utilisateurs actifs du SIG sur le nouveau système
- 89, le nombre de caméras sur l'ensemble des sites"
2011,35,La communication,"La communication > Inauguration et événements
 Le 13 octobre 2011, participation au salon à l'Envers.
 Le 18 octobre 2011, formation sur les addictions à l'alcool dans le cadre de Focus Santé.
 Le 20 octobre 2011, chantier d'insertion de la boucle verte et bleue.
 Le 16 novembre 2011 : à Seré-mange-Erzange, Club communautaire et Le débat s'invite avec le président de la Fédération Française de Natation.
 Le 21 novembre 2011, parking de covoiturage à Fameck.
 Le 6 décembre 2011, Alexis et Synergie à Florange.
 Le 17 décembre 2011, 20 ans de I'U4."
2024,22,LES ÉLUS COMMUNAUTAIRES,"LES ÉLUS COMMUNAUTAIRES > KNUTANGE
- M. Fabrice CERBAI (vice-président)
- M  Béatrice FICARRA"
2016,16,Déchets ménagers et déchèteries,"Déchets ménagers et déchèteries > Autres actions
- Participations à des manifestations publiques, fête de la nature, fleurs en fête, etc.
- Actions de sensibilisation sur le tri et compostage"
2011,7,Le conseil de communauté,"Le conseil de communauté > KNUTANGE
M. CERBAI Fabrice (maire)
M. CORAZZA Hervé
Mme FICARRA Béatrice
M. PERTUY Thomas"
2018,42,Direction des systèmes d'information,"Direction des systèmes d'information > Faits marquants > Projets de dématérialisation :
- Mise en place d'une stratégie d'archivage électronique (SAE) concernant les décisions, arrêtés, flux HELIOS et PES marchés, choix et mise en œuvre d'une solution et formation des personnes concernées ;
- Finalisation de la mise en place d'une solution de dématérialisation des actes administratifs, solution logicielle permettant d'optimiser la traçabilité des dossiers pour la création, validation, signature des actes (Solution WEBDELIB de Libriciel) ;
- Finalisation de la mise en place d'une solution de diffusion des rapports dans le cadre de la gestion des instances communautaires pour les élus communautaires (Solution IDELIBRE de Libriciel) ; administratifs (délibérations, arrêtés, décisions) et de gestion des assemblées délibérantes (envoi des rapports sur tablettes) : de la création à la diffusion des actes en passant par leur validation et la télétransmission."
2010,9,LE TERRITOIRE,"LE TERRITOIRE > UCKANGE
M. DERBAB Mohamed
M. KIEFER Guy
Mme LEGRAND Pascaline
M. LEONARDI Gérard (maire)
M. MEDVES Jean-François
M. RAINERI Serge
Mme WALDUNG Sylvia
LES
CHIFFRES
CLÉS DE
2010
10 communes
68 686 habitants
9 729 hectares
706 habitants/km²
12,7 millions d'euros à la section d' investissement
41,2 millions de recettes de fonctionnement
13,58 % de taux relais de cotisation foncière des entreprises
10,75 % de taux de taxe d'enlèvement des ordures ménagères
20 357 tonnes d'ordures ménagères collectées
 recensement général de la population au 1er janvier 2009"
2024,15,FINANCES,"FINANCES
23,31 M€ DE DÉPENSES D'INVESTISSEMENT, DONT PRÈS DE 30% LIÉES AU DÉVELOPPEMENT DURABLE
54,72 M€ DE DÉPENSES DE FONCTIONNEMENT
PLUS DE 30% POUR LES PARTICIPATIONS ET SUBVENTIONS
PRÈS DE 30% DOTATIONS VERSÉES AUX COMMUNES ET MÉCANISMES ÉTATIQUES
21% DÉPENSES DE PERSONNEL DIVERS"
2009,22,Aménagement de l'espace et transports,"Aménagement de l'espace et transports > Faits marquants
- Signature d'une convention cadre avec l'EPFL le 23 avril 2009 relative à la maîtrise foncière des sites à enjeux du territoire
- Engagement des études visant à rénover la halte ferroviaire à Uckange
- Réalisation d'une étude de programmation pour l'aménagement d'une zone commerciale et artisanale sur la partie sud du parc d'activités la Feltière
- Lancement d'une étude de faisabilité géotechnique pour l'aménagement de la ZAC de la Paix
- Lancement d'une étude de requalification de « l'avenue de la Fensch »
- Prise de position en faveur de la gare TGV Lorraine à Vandières
- Visite des sites communautaires par les élus de la commission « Développement du territoire »."
2023,20,SYSTÈMES D'INFORMATION,"SYSTÈMES D'INFORMATION > FAITS MARQUANTS > SIG
- Développement du portail de valorisation de données Fenschdata
- Mise en place de modules additionnels du Système d'Information Géographique dédiés à la gestion de la compétence eau et assainissement"
2013,28,Bâtiments,"Bâtiments > Autres actions
- Garantie d'emprunt à Présence Habitat, pour la construction d'une résidence sociale de 49 logements à Fameck (quartier de Rémelange Est).
- Garantie d'emprunt à Présence Habitat, pour la construction d'une pension de famille de 20 logements collectifs locatifs sociaux à Florange.
- Réalisation par l'AGURAM du 5ème observatoire du logement.
- Signature d'une convention triennale avec APOLO J."
2011,33,Le système d'information géographique,"Le système d'information géographique > Chiffres clés 2011
16, le nombre de sites dotés du système d'information géographique, avec une centaine de postes utilisateurs.
14000 , le nombre de connexions sur le portail grand public depuis l'ouverture du site.
30, le nombre moyen de connexions journalières du grand public."
2013,14,Ressources humaines,"Ressources humaines > Faits marquants
Mise en œuvre de la conduite du changement : 2 réunions d'information générale à destination de l'ensemble du personnel.
La formation se mutualise avec les communes membres de la CAVF :
la 1ère formation mutualisée s'est déroulée le 18 mars 2013.
Dématérialisation de la feuille de congé."
